,gender,age,id,became_member_on,income
79,M,59,0b73997a269247088b2a63355f53ee58,20170820,89000.0
80,,118,9d8d6bb2fc544a9c802888971ee3e8b1,20170918,
81,M,51,f44b44b53c0548d5b27c812fda4c358a,20151231,41000.0
82,M,27,6e04a90a0e074496b5f229eb1f553433,20180110,35000.0
83,M,40,262ad0fb526a4d53b572007da60cce24,20180227,53000.0
84,,118,a89752cdfdf24779aa22faa2bc24e7c2,20150920,
85,F,73,a2b7a0b3487a4d779ddf4e11a034e2ee,20180419,91000.0
86,F,74,2c5c63e5124e417b8504f76c868a4190,20151224,107000.0
87,M,42,9d6da0a2ac54474e8ec986fd21cecef0,20151121,66000.0
88,M,78,571b739ada3041fb8fbd20f23ce034f7,20151111,58000.0
89,F,54,816afd4505d047cf893275fbfe825590,20161225,53000.0
90,F,70,13b7b2eccf664a329d83d2a238a9a11d,20180613,74000.0
91,F,49,68eee228713c429ebe1300155ad1fb33,20170408,57000.0
92,F,62,ffc6c9fbe34b4578911dcdf6745b4c74,20180410,57000.0
93,M,64,cbebad9819494b479dbf0c1207b4c0c5,20170305,70000.0
94,F,89,4264b1d027cc493281bba4f44bfedaca,20171114,87000.0
95,M,73,0ba6e2ad781c4429afd26cf0b35f2d11,20180401,51000.0
96,,118,53bac762af27471eb294ff89ca1bae2c,20160806,
97,F,50,b5abc1e85be84f43937b4fca0ad238cb,20170506,93000.0
98,F,90,1c587de019994f93a242c6864fd7bc55,20151210,98000.0
99,F,68,3f4e408b0b2d4ea89dd16d7437d867c1,20160731,84000.0
100,M,60,13bda8fbd70a4814b956df1d55320398,20170206,64000.0
101,M,45,b19c8e7ac2ff40ae92b4fcf3247f8912,20170815,54000.0
102,M,66,21c73d53e2a74bb1b4dc172bff2b1aad,20160124,49000.0
103,,118,488773cae11f4b71875bfccd4e3e99f2,20170223,
104,,118,182e68952b474700b171e21b85c258ac,20170823,
105,F,19,1abeb816d9fa49b4b5b5ae51bc3d24c3,20161015,73000.0
106,F,66,92e07c49ee7448fca6e48df0c96e3eec,20180216,58000.0
107,F,72,f8aedd0cbea0419c806842b4265b82e5,20160811,72000.0
108,,118,5e9c83e8ab4d4e9ca83f3256d83ca756,20160130,
109,M,76,a9780228a1d04539afdee8b745e4be10,20160407,63000.0
110,M,52,94f14dcfedba47e18b7efca13dd7574b,20170515,78000.0
111,M,55,8a4bc602e4424ab6b16f0b907f2f22af,20171210,31000.0
112,F,39,6d28f18e91324d358d69d1e4b01f1ace,20170919,60000.0
113,F,45,52f0bd64403f4958ab8fe9a6947c13c3,20160126,44000.0
114,F,57,93e67942586e43fb87d5ffb1ead8db41,20170704,114000.0
115,M,74,e641af076cc54529bec6ab61fc25f4a6,20180712,48000.0
116,M,18,716a961d2afb4c1d8307522a8cbb4f07,20160727,47000.0
117,M,53,13033baa9d294c3c9165a00d71b72614,20170927,96000.0
118,F,59,15953663abf54181adf1fd4c39442b85,20170910,98000.0
119,M,57,0ac5ffb0f1624297a453494b845e1a91,20141104,46000.0
120,F,51,1a353048b0884fc5a0afa27677ef1e80,20170813,56000.0
121,,118,c099206f76b1414db7552f163520053c,20150730,
122,,118,e6d3eebb535e44aca1323edde5c346fa,20171125,
123,F,64,2cf5895bddf9467e878c6d51a622d5fb,20171020,37000.0
124,M,71,6747dda08bed46298c23e05b64820a3a,20170129,57000.0
125,F,64,f35b342b24734da18a830bb9329a4fbd,20170421,66000.0
126,M,83,4c29d22467af4d7faa137c4eedd65340,20180127,46000.0
127,M,26,e997a086fc13446da2aa9070d98d191a,20171211,71000.0
128,,118,baba98dba43e42ae8e86cbd70725e201,20160418,
129,F,29,17af917bb842480e925e49a8ca08c1f8,20180321,58000.0
130,M,43,bf8d7498eb32431ab3fedaa14b7d3a0d,20170915,70000.0
131,F,89,3dae0eadb47149b0b9b548d14548524b,20180114,65000.0
132,F,49,5404741ead9442bdbd4b9aa2273e85af,20180518,79000.0
133,M,79,81e9ad5fa55a4884b65e01a5db8f1b4e,20160627,67000.0
134,F,55,b2f1cd155b864803ad8334cdf13c4bd2,20171016,94000.0
135,M,55,37a97f6e09784a07bbb67bc6539f1a00,20171203,66000.0
136,M,45,77927096ab4144fa930b4cadd4773cc2,20171007,31000.0
137,M,52,acbc358a8bf44ba88d0de1f2bec5b2ab,20180130,30000.0
138,M,39,8ca29d07b300474786a6016fe76174dd,20160404,55000.0
139,M,77,88baa20c29a94178a43a7d68e5f039d4,20180702,69000.0
140,M,66,a2bd377c7ab74d93bbfd87f70043a9f8,20180709,60000.0
141,F,69,23f9e3baf42b43148fee9bbbc3530c7a,20170927,87000.0
142,M,74,8486e692a5f94d179d507eaca848ecbd,20140820,53000.0
143,,118,58748c1cf9f746838c6ec62acdff28ad,20161018,
144,F,75,49f22e86d2db41878778d70958dc744e,20180712,87000.0
145,F,59,28de174a5c854dd1be3187dc6edae45b,20150909,85000.0
146,M,47,a1eb338ccbca4cc88c9366939f16d819,20131230,66000.0
147,M,20,220a39cdfd6b41268c43a2e588fcb7e0,20180528,69000.0
148,M,60,0c89378f14804b42b6e63e4dc26e8d3e,20170426,108000.0
149,M,65,464d2302b99b46ad8eb3e42e1b849c24,20180315,61000.0
150,M,33,3f36bc1d5fc0499b9f96f62348f0f9b0,20150421,43000.0
151,F,39,fe97aa22dd3e48c8b143116a8403dd52,20171217,67000.0
152,M,49,dbca75f289544e09836322ba2e104854,20180602,59000.0
153,M,68,c863af14b3654499b1caea5e640136d2,20180207,58000.0
154,M,42,d7dc31e069124ef49e1bb937cb89f41c,20170209,80000.0
155,M,72,1827da57bb924833a6f73c79b5f2bbc5,20180601,33000.0
156,F,18,721eb06ac285463aa6e1184e0ea9b7f0,20170524,49000.0
157,F,32,d594b1f288674594a02c8527e5837ade,20180628,42000.0
158,M,67,0f54094029ca4107bfd36203aeb3ed14,20170828,50000.0
159,M,52,5f18c5754dc04baaa1267c823f877a85,20180704,42000.0
160,M,38,d8567f1400d8486cb31c6abba64389ec,20171019,64000.0
161,F,60,30fae86966114f6e83c3043b22b6b7c4,20180316,77000.0
162,F,62,fd700397b7c8440baa70d5539926c5a0,20171222,77000.0
163,F,55,4293153650e04742b310ac06cd3810e9,20180708,51000.0
164,M,22,2ce2e03319c7446ca9c379b4589da19b,20180428,63000.0
165,M,34,4d15a2a5ac134c58971b910b859bec24,20171206,41000.0
166,M,46,127cd9d95e6247e5b92bff64d6205a94,20141214,60000.0
167,M,85,4e233f02eff840c7a3e5ec15d55d7d23,20180726,67000.0
168,F,51,3ecb372184104ff7bad0f0f60cb56e29,20170316,85000.0
169,,118,770df32893694100afc703ea9c9df401,20150905,
170,F,53,8a37057f57c4495fb98dfcc8b909b09f,20160427,85000.0
171,M,51,11da2f066d3943699d10b61fd276fd1a,20160810,92000.0
172,,118,50b92ea51e2649dfbf7120d5e554e991,20180114,
173,M,48,21b02228cd4441b49bf0b5ff046f4b75,20150601,44000.0
174,M,52,629fc02d56414d91bca360decdfa9288,20180605,72000.0
175,,118,41f9e7e0d8c644bb8b3f9c3a8699dc53,20170607,
176,M,62,c87b50fcdd4a4d2faacff6112243a8dd,20160305,53000.0
177,M,42,91dc71c4e9bd45b0861825c32f5ee8f9,20180325,62000.0
178,M,55,3bd5ba038a5c46cc94e8cd5e5739c967,20171025,65000.0
179,F,27,92214286965d4eb1ad14dc8b0b04a20f,20150915,50000.0
180,M,68,37155a5f4ff248529399c95472186879,20180530,107000.0
181,F,74,c84fe4915ef74c7f9e81b003d3ecf54c,20171220,83000.0
182,M,77,041fd7c6b796430a867c4e03d2ff8f4d,20141011,66000.0
183,M,35,9e91e04b9a344f4e948728bf127967b6,20180118,72000.0
184,F,50,348bdc19d65f49b8b98f72c59e64cd89,20171108,69000.0
185,M,45,c74beaa959a742309ba8350b7d472676,20151027,94000.0
186,M,82,c79da41557894c7eacc5c0156dc1f4dc,20161231,87000.0
187,M,40,8cc1a1bd309842bfaafd4483d994579b,20131222,57000.0
188,M,66,83e2ccc1d4374c14865e8e2cf16007dd,20180617,34000.0
189,M,52,17c803219d1348d4a016691c947de0ed,20180411,63000.0
190,F,57,791ffe6d3dc848d2b233129a8096f7ab,20160329,89000.0
191,M,68,2204f8ff966f48db90246bd7b5918a7f,20160629,69000.0
192,M,21,0b9cac742f534951b5af48395dfe6879,20180303,52000.0
193,M,61,b818e955451b47db9fc8767fa45e464e,20170815,44000.0
194,,118,1d25a96a0ba44f4eb28f587adf3ba9dd,20160506,
195,F,58,a9ecb39d93d74696a9d6ddd5355329ff,20180317,54000.0
196,F,67,0d18c37c8b58459f8aa6af2f7b541357,20180614,54000.0
197,M,24,d250372c924747d8ac9a8fa88f584bc3,20170212,61000.0
198,,118,569866874d614a6a9c30d9f1e3a23b8d,20150206,
199,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,20171117,35000.0
200,F,71,87efa556dd48400cb4231a273e088bcf,20171207,105000.0
201,F,69,4e4c47b460b1414c8ddd459b61f84b9e,20171212,64000.0
202,M,81,accec36a10704e1fbaeb9b28b8bc5da8,20180503,93000.0
203,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,20160405,73000.0
204,M,38,1eed89c11cc749a4bb93d8cef032821d,20170709,74000.0
205,M,61,3f279ee9fd0d4195b0b9574ce0ae6923,20170926,82000.0
206,F,52,2d40e25b82b94b37bbad2332e90a1034,20170809,92000.0
207,M,50,9df2790f060d430e94f17189042e5671,20171225,70000.0
208,M,54,ae47fbe72b274838a2093c3e91bc03dc,20170216,118000.0
209,F,75,018b8f83176d471db63d9733c741fc8a,20180502,109000.0
210,M,82,d2e88e95c0ae41c0980e4cfc10d162d8,20180319,73000.0
211,M,64,aa4a681ea192401ab469b616f8fe6885,20180720,38000.0
212,F,54,ae40f2f496e84ed29e7638b0bccee9a4,20151006,99000.0
213,,118,e94a9c2e750645d0a1aca57a9b4ca4c3,20180708,
214,M,82,5a3d291f75984396b6eb2800206ec716,20180108,72000.0
215,,118,82d8f33acf684ed6b16260d1dc1b30d5,20151115,
216,M,90,bf2c086d4c4049289df1e0c8ea08f55c,20180509,45000.0
217,F,34,5b9c1a35c0144b6ab584e666dec7c531,20180417,67000.0
218,M,44,ad3c443c9ce34aa38929b0a84cb14c04,20180718,53000.0
219,F,79,688e4f2487d44ad8bbcc0f96936f42d6,20180711,106000.0
220,F,58,73c157a4b8e342fcb5d8479d8cb41e81,20161231,95000.0
221,,118,82d57bf7f37a4b37aff9e7bd293be8bc,20180327,
222,F,47,e737ff591120415581ddbe817b8c82ca,20160105,74000.0
223,F,60,9cb34ff9de694c578154da3efc9915db,20171117,59000.0
224,M,83,32189735a963491082e35dd4c3221690,20170807,54000.0
225,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,20180517,103000.0
226,M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,20150917,101000.0
227,M,68,307245a5204947e5a9f952daffcad5f2,20160305,62000.0
228,F,63,eb834c09384149e88983526893d4d0cb,20171127,110000.0
229,F,40,f93884685d214230bbc7c5f46aef121f,20180706,51000.0
230,F,79,341276cb09ac42ad8473be091b52b082,20171217,99000.0
231,M,71,18174519037241e9b1ddcb627ca4dc41,20180321,30000.0
232,F,76,978d48db5c714a4490d904412f85b502,20150906,114000.0
233,M,89,2f442d5255324bbd9438b8a213544532,20160528,96000.0
234,M,63,044f41cfd98940119477d73c81f973a3,20170729,36000.0
235,,118,be76cd174fa445238be5e3bb58a211b8,20180501,
236,M,41,031387fa9cfd47e88f4e4b4b4cb71925,20170922,83000.0
237,F,71,8c410d84af08408fb41f953c93ffac27,20180408,56000.0
238,M,44,09e7e40eb89943458f4f79fe2e023dd6,20171011,36000.0
239,M,25,97b2476046874de3975e8feee95a1f98,20160406,73000.0
240,M,27,0ad8a9771c59432f9641e48212b2ccb9,20180327,70000.0
241,M,67,2a01c11fdcc441bcbdc842c35adccb2f,20180212,106000.0
242,F,77,78e9be059fce46a1b610f74e0e812a4a,20160219,80000.0
243,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,20151229,66000.0
244,M,37,0e4e14ea66044a9eaee0b5efbff6ca62,20160420,64000.0
245,M,55,ace4a7611da040748d1722cda25b6280,20160323,60000.0
246,M,30,c894971c9e414a358b84255199727636,20160903,54000.0
247,M,51,e277228d77a64ab896d6dd6d88f970d3,20150815,54000.0
248,F,47,f20277feaaca40b1ae9295a1d897fcb8,20180712,92000.0
249,M,49,6f04a68e93df44d1b2329a399016452b,20180204,48000.0
250,M,32,27aa749a6f5f448e91327028a2ac7fb5,20151008,38000.0
251,M,30,ba9fb3e4a7084361914c1647d871d27e,20170418,69000.0
252,M,47,00c6035df45840038a72766c6d27a0db,20170225,86000.0
253,,118,bbeb54e861614fc7b22a8844f72dca6c,20171207,
254,M,34,fffad4f4828548d1b5583907f2e9906b,20170123,34000.0
255,F,78,a1ad0bbe76f8403786baa50ff845bc42,20170604,101000.0
256,F,85,50fb5c0c6b1b4f43bd5f4a818dddb513,20160302,71000.0
257,F,75,a97e6f33219c432db82acfa0d19c602d,20130806,69000.0
258,F,76,c6a2cd4fdc104ea5896ac60300f6842d,20170311,71000.0
259,F,89,4c0b938c4e994b168f0062d7dbb79796,20150722,59000.0
260,M,58,4de38d89a91c4286a583085d909817f9,20180129,70000.0
261,M,23,5ad59daa0d6b41f0a0c115443c1d8828,20171030,49000.0
262,M,58,2b91e3c00a424185ab261b2a204c9718,20170916,53000.0
263,,118,5ceb90c4e738427f90cd7b16d51c59bc,20171228,
264,F,64,23bc15e276d247669fd7d1c08a8fb678,20151012,95000.0
265,M,72,da6c95e567f94dfdb54c16073807fcfe,20170909,39000.0
266,F,66,fae3fbe975cc4421b853947d7448904e,20170811,72000.0
267,F,49,7798d98a070845328d838312b65ba846,20170809,68000.0
268,M,43,b21beefac7b6488f8384774c4d90faca,20170413,71000.0
269,M,58,932715eb8a33450c83c1557c99968c7b,20180717,39000.0
270,M,43,cac7e2d5e1f444debdbebcb02a9d6d3d,20170806,76000.0
271,F,56,203831402e2b49a8bf1fa35263f17165,20170329,87000.0
272,F,69,816f33d96b624c84a890f87694ac4172,20171016,118000.0
273,O,60,d0be9ff460964c3398a33ad9b2829f3a,20180216,94000.0
274,M,81,327d08559d564f13b6aaf681700c2e6e,20160601,70000.0
275,M,42,c610bd00615c41079c7a1a33f76d9228,20170403,91000.0
276,M,75,716cff13fcd44dc2a96c138950dc48bd,20150110,71000.0
277,M,62,c05652fa9d2c4fac9a010ea5a9310c86,20180127,73000.0
278,F,55,fbc039723b044dfd8a1723a976d667d9,20160505,54000.0
279,M,65,e1103f6b4c444f84b65f856738c0f60c,20171011,39000.0
280,M,52,b6905df3630b4137b077b6e1b4b21d75,20170227,46000.0
281,F,30,2c3a4de659584bed8d27cfd865f06928,20171015,40000.0
282,F,74,28416e7d96d746fb9c1fb8223d9e4914,20150924,75000.0
283,F,100,24c1287eb7a84cfd80472a82e05b1d57,20150828,63000.0
284,F,26,a4579681ffca49cfbff6f5453a49bf76,20170324,40000.0
285,F,56,8a04ab4063e94628b5bbd86781639430,20160328,53000.0
286,M,50,393e6938e7eb46cb86bcb04f231efc0f,20141015,90000.0
287,M,73,62fb072537a647a89f99fb9ea66a7c00,20171008,95000.0
288,F,49,0acaa564f18b418ba642e2a4ff3e028d,20171210,74000.0
289,M,37,585fb2dc600d4a0f912d8911aba11203,20160109,50000.0
290,M,65,9b0e7b326e314b758369c2f794566eb3,20160212,57000.0
291,F,64,aec532a91d9948cb828cc657fa27fce2,20160225,81000.0
292,F,48,9c64321646bf40f6ad1bc98864eaa6b8,20161014,53000.0
293,M,20,4e6eb10de9744995be7496f5b1cc7bcf,20150812,32000.0
294,,118,a02783021b7c49eba12cb58cc73a4c44,20180205,
295,M,46,e89dce9d75634dc5bf1df0a0cea0f316,20180723,40000.0
296,M,24,e08a264dc9a54efca07e1cf7e9b38480,20150427,69000.0
297,M,71,a4ac99af1b7f4344b734ac07592ab717,20150826,95000.0
298,F,50,f8362fcaa42248fca2a2a174951a954a,20180525,78000.0
299,M,37,676506bad68e4161b9bbaffeb039626b,20170515,92000.0
300,F,57,b7658a8eab2f42668a9d66499b001e88,20160522,81000.0
301,,118,98df356ed5864c12a227be4fff503e42,20170920,
302,M,52,a8719d4d305444579b2d2c1b777c3417,20140425,85000.0
303,M,41,bd215efd787d4305a006a56154fbcb67,20160824,41000.0
304,F,66,f5e59835627a49a0b13c4183522225d4,20170618,74000.0
305,F,66,f970eafddcb34154aa4d646b4a71ca34,20151001,87000.0
306,F,68,c4a3c86c7b5541cf83d443c2a89e5b5a,20171025,120000.0
307,M,20,4bbcb71a7f75455e9957413cf743fef7,20160308,70000.0
308,M,43,9ef935700f384fefa0e1a34f92555abd,20170704,42000.0
309,M,73,32fbf97e89274e8a935903f2ad095e1f,20171212,38000.0
310,,118,f5e30345d068492b880e6e876bc72ff5,20180406,
311,F,42,68081ac19eae44ba99b47c8e1d4161a4,20170529,56000.0
312,M,82,b268f71b99b94e1485ed1ccd4c20007b,20160604,110000.0
313,,118,91d4029efe87429984d0152b669cea65,20180418,
314,F,70,01ef4c6618b64334a15914ff9963eaac,20171109,92000.0
315,F,42,7a7aece75d5347bd869fbcf707aea6b1,20171010,71000.0
316,M,48,8f7dd3b2afe14c078eb4f6e6fe4ba97d,20150903,62000.0
317,F,53,8b5ae6d6547745d5adae0b0828de3f7d,20150910,93000.0
318,M,64,66ccb31b29da4e9db3337fcfd5039c17,20180304,67000.0
319,M,79,dd0fe73d5e7b46e98304b1643394fe9e,20180123,90000.0
320,M,51,b0be9b4679204f82b937260a08e54eb0,20160511,55000.0
321,F,45,713a1ea744ee4267a741645078845eac,20180120,88000.0
322,F,48,f8756fc0eea24e7ba3ccd846efc4d0d5,20160602,105000.0
323,,118,f65ef36215b24f5096aa9454b91ffeed,20150817,
324,F,54,01e8739670a042b3877f8e843bdf55a7,20151024,119000.0
325,M,52,5e97488a58c641ea8ecb05a8e27fddc4,20180710,48000.0
326,M,28,e6590c7f954f4ff482c069b45070b351,20130924,68000.0
327,M,69,bb9cf26ad43044a3b0dd90c22bbd05d1,20140502,47000.0
328,M,73,0861b9ca31b741bb8b411b18f82d18f6,20170627,92000.0
329,,118,599ad9ceb6f94a6283da40a556bdc262,20170821,
330,F,67,eefbc1aac05142aeb0ce661d3a19ae48,20170813,71000.0
331,F,76,cc40aaa447054294a86c75d79881e35a,20180613,34000.0
332,F,55,c34eaeb9e68248c382e4483328bb9867,20151121,53000.0
333,F,89,69b02748e2864894b9a425d079d806ca,20180623,83000.0
334,,118,888e2bf068674fd6a62589c7c6218952,20170201,
335,M,57,717a423a31284ce1b767cad1c471d968,20180429,41000.0
336,,118,a384d6c6a6d844468bc2a3afe77e9d2d,20160721,
337,F,54,ca900921cfdd4b11a432df6f46a3e26d,20180211,70000.0
338,,118,b94c7601b17b41609daa2e3e56c3f53d,20150811,
339,M,58,b4a4a6b9648a45baa15f438ffb5565e9,20171227,73000.0
340,,118,eee612e774e8463baa95a9743ab2385d,20170815,
341,M,49,1e78f244cac34e758dff086f30dbc1be,20171123,39000.0
342,F,73,07ebe89c877e4328b60f4e5676452ee1,20180507,79000.0
343,F,58,371d6b3a983547709252bbbcbedda147,20170219,76000.0
344,M,51,ea8a1cb1c56e42e4807e9ec27b95b97b,20171214,70000.0
345,M,74,709189c4727342a782cd28ad41c1b316,20160418,78000.0
346,M,53,c0f9e4bb1f3a4d30a34f5a835b2c97ea,20150906,95000.0
347,M,61,9e0369f1045443c2a83a423920155ab3,20180227,32000.0
348,,118,02d206df55d54efda515783e1c525e8d,20170912,
349,M,41,acc3bb69130c45aca141e8aa86f41b42,20171024,55000.0
350,F,64,8899cbcaf33d4e4d87a3f761b5ff8cf2,20171008,95000.0
351,,118,02b148f44eee4b9ca7487371472a6781,20160516,
352,,118,cdc70ea5dcfa497bb0c53b3fc20f3691,20170928,
353,M,42,cda87c53c8434854b78be68c0cde4848,20170908,75000.0
354,M,50,be2b393781594f4da055ef99b4d95e48,20160426,57000.0
355,M,60,e8f6590b4991479eb898457e8ebf4890,20170903,56000.0
356,F,57,7da4476ec7234c0fa8f05d2336669212,20160408,83000.0
357,F,39,a0f63f6e1285445dbbdcc5d4943c843f,20170407,54000.0
358,,118,c32496c5eddb45439d652b7032cac8cb,20170903,
359,F,57,b3ad8755d0ac47faa6e9c10954fec6a4,20160827,67000.0
360,M,57,fe23d94e175742209abf65cfbc684153,20171216,71000.0
361,M,68,4c51ba3886b84781996ca15d42af505d,20160318,51000.0
362,F,83,813f7ade94c14226b49b3ec4ace58718,20150910,114000.0
363,F,35,ee8eccee44354ee38eea7b4704514136,20180102,72000.0
364,F,90,58ad7189fe54463fa221873e553f3173,20180101,72000.0
365,M,56,1e917541b9324d93bde2bf5ec7ee21a7,20180404,72000.0
366,,118,155c4892fe1748d885cfc18f619597ed,20180114,
367,M,84,4786c65ce3d944c09d1562bf9363541a,20170907,81000.0
368,M,62,a7456960b600412fa516433d4821361c,20180312,39000.0
369,M,63,ce9ccae3451247fc98667ef67857b116,20170223,58000.0
370,,118,8087cbb0e8f642f793142adfeabda2fb,20171207,
371,M,67,62274260252f4b04962ec2f85295b447,20160105,56000.0
372,F,68,4c1c14245a1f4b138ae662fe2243342f,20171126,50000.0
373,M,55,9bd8945dd46d4e55b6504a0a0878ed51,20170508,73000.0
374,,118,4df1ca80efca48759fa62d668378451d,20180608,
375,,118,850246fb2a30414eb76ac3e091c090aa,20171014,
376,F,24,c93f9619abd642a684bd79953cef992c,20170207,59000.0
377,M,40,508e507b462a4f6cb3dd48bcd3118521,20170815,39000.0
378,M,83,e3cd0a0e1af5463d9cc4d18e4b7b8b63,20180118,61000.0
379,,118,462445d316a446eeaf3b21bd398cb87d,20160104,
380,,118,a30a693afbd74047a3796bfb7d10e740,20160618,
381,F,63,9ddafd9acd6e441a8ebf8845e2ac5319,20170316,41000.0
382,F,59,0e72fad934a74c2c97a98c525d64f738,20180116,59000.0
383,O,49,0d0a9ca9281248a8a35806c9ae68f872,20171207,42000.0
384,F,61,d11e7279219b418eb0133758d88ee285,20160612,99000.0
