id,created_at,updated_at,company_id,partner_id,consultant_id,status,is_outbound
37,1.60031353979583E+018,1.60031353979583E+018,377,2,2,pending,0
38,1.60031357326489E+018,1.60031357326489E+018,461,2,16,successful,0
39,1.60031709508322E+018,1.60031709508322E+018,468,14,26,successful,0
40,1.60031712476341E+018,1.60031712476341E+018,384,14,26,successful,0
41,1.60031726623397E+018,1.6003438506761E+018,467,15,27,successful,0
42,1.60031728500441E+018,1.60031728500441E+018,435,15,27,successful,0
43,1.60031731490528E+018,1.60031731490528E+018,371,14,26,successful,0
44,1.60031732980757E+018,1.60031732980757E+018,374,14,26,successful,0
45,1.60031734407218E+018,1.60031734407218E+018,375,14,26,successful,0
46,1.60031735846164E+018,1.60031735846164E+018,376,14,26,successful,0
47,1.60031737339428E+018,1.60031737339428E+018,372,14,26,successful,0
48,1.60032005219779E+018,1.60032005219779E+018,434,7,8,successful,0
49,1.600329557851E+018,1.600329557851E+018,458,6,7,successful,0
50,1.60040128283095E+018,1.60040128283095E+018,471,7,8,successful,0
51,1.60040594663697E+018,1.60040594663697E+018,465,6,7,successful,0
52,1.60041233443101E+018,1.60041233443101E+018,454,8,28,successful,0
53,1.6004139435684E+018,1.6004139435684E+018,410,7,8,successful,0
54,1.60042363009807E+018,1.60042363009807E+018,469,7,8,successful,0
55,1.60065142925716E+018,1.60065142925716E+018,0,17,29,successful,0
56,1.60065154267192E+018,1.60065154267192E+018,474,17,30,successful,0
57,1.60067071681364E+018,1.60067071681364E+018,478,18,31,successful,0
58,1.60067073802279E+018,1.60067073802279E+018,477,18,33,successful,0
59,1.6007515816487E+018,1.6007515816487E+018,481,7,8,successful,0
60,1.60075188438786E+018,1.60075188438786E+018,482,8,34,successful,0
61,1.60075208709061E+018,1.60638362659491E+018,483,19,35,disinterested,0
62,1.60075480693913E+018,1.60075480693913E+018,0,6,37,successful,0
63,1.60076549305629E+018,1.60076549305629E+018,0,7,8,successful,0
64,1.60077158782046E+018,1.60077158782046E+018,0,20,38,successful,0
65,1.60085359869804E+018,1.60087182378144E+018,0,7,8,successful,0
66,1.60091364461489E+018,1.60091364461489E+018,485,7,8,successful,0
67,1.60109746368532E+018,1.60205877379144E+018,0,6,7,successful,0
68,1.60109827427205E+018,1.60109827427205E+018,354,7,8,successful,0
69,1.60109839178781E+018,1.60109839178781E+018,492,7,8,successful,0
70,1.60110336500626E+018,1.60208856590158E+018,0,7,8,successful,0
71,1.60128525508458E+018,1.60128525508458E+018,359,7,8,successful,0
72,1.60134458298682E+018,1.60134458298682E+018,0,25,44,successful,0
73,1.60134463504216E+018,1.60208787817333E+018,490,6,36,successful,0
74,1.60134472638162E+018,1.60134472638162E+018,392,14,26,successful,0
75,1.60135330357441E+018,1.60135330357441E+018,505,7,8,pending,0
76,1.60136740766664E+018,1.60136740766664E+018,498,7,8,pending,0
77,1.60138916384593E+018,1.60147472348564E+018,0,13,45,successful,0
78,1.60138933629027E+018,1.60138933629027E+018,470,26,46,successful,0
79,1.60143516210976E+018,1.60143516210976E+018,511,7,8,successful,0
80,1.6014352092922E+018,1.6014352092922E+018,508,7,8,successful,0
81,1.60147529372308E+018,1.60147529372308E+018,0,7,8,successful,0
82,1.60151555368297E+018,1.60153687613061E+018,515,27,47,successful,0
83,1.60151557625374E+018,1.60198030879939E+018,0,27,47,successful,0
84,1.60153944624608E+018,1.60153944624608E+018,411,27,47,successful,0
85,1.60153946467521E+018,1.60153946467521E+018,472,6,7,successful,0
86,1.60153953108776E+018,1.60153953108776E+018,223,27,47,successful,0
87,1.60153956811288E+018,1.60153956811288E+018,438,14,26,successful,0
88,1.60153979012898E+018,1.60153979012898E+018,443,28,48,successful,0
89,1.60153983375611E+018,1.60153983375611E+018,456,6,36,successful,0
90,1.60153985030241E+018,1.60153985030241E+018,453,6,7,successful,0
91,1.60154001033446E+018,1.60154001033446E+018,452,18,31,successful,0
92,1.60154061731816E+018,1.60154061731816E+018,448,29,50,successful,0
93,1.60154077611646E+018,1.60154077611646E+018,0,30,51,successful,0
94,1.60154079312308E+018,1.60154079312308E+018,0,30,51,successful,0
95,1.60154081081421E+018,1.60154081081421E+018,0,30,51,successful,0
96,1.60154104810631E+018,1.60154104810631E+018,463,31,52,successful,0
97,1.60154122213005E+018,1.60154122213005E+018,455,32,53,successful,0
98,1.60171400761689E+018,1.60251697229902E+018,529,6,7,successful,0
99,1.60187150094875E+018,1.60187150094875E+018,0,7,8,pending,0
100,1.60187158925496E+018,1.60199997110319E+018,517,7,8,successful,0
101,1.60187180029129E+018,1.60187180029129E+018,519,7,8,successful,0
102,1.60187222925128E+018,1.60187222925128E+018,522,7,8,successful,0
103,1.6018730044682E+018,1.6018730044682E+018,531,33,54,successful,0
104,1.60188706824037E+018,1.60188706824037E+018,521,21,39,successful,0
105,1.6018871887524E+018,1.6018871887524E+018,497,21,39,successful,0
106,1.60189174267766E+018,1.60189174267766E+018,528,7,8,successful,0
107,1.60190264053839E+018,1.60190264053839E+018,501,7,8,successful,0
108,1.60190276873305E+018,1.60190276873305E+018,502,7,8,successful,0
109,1.6019549974495E+018,1.6019549974495E+018,303,29,50,successful,0
110,1.60198002427776E+018,1.60198002427776E+018,318,34,55,successful,0
111,1.60198026668496E+018,1.60198026668496E+018,287,6,7,successful,0
112,1.60198196234659E+018,1.60753982213778E+018,370,7,8,disinterested,0
113,1.60203801967832E+018,1.60203801967832E+018,0,21,39,successful,0
114,1.6020453585304E+018,1.6020453585304E+018,524,7,8,successful,0
115,1.60204537309368E+018,1.60204537309368E+018,532,7,8,successful,0
116,1.60204538493297E+018,1.60204538493297E+018,537,7,8,successful,0
117,1.60204542196599E+018,1.60204542196599E+018,533,7,8,successful,0
118,1.60204549893069E+018,1.60204549893069E+018,518,7,8,successful,0
119,1.60215002099769E+018,1.60215002099769E+018,475,7,8,successful,0
120,1.60215008865424E+018,1.60215008865424E+018,391,7,8,successful,0
121,1.60215010845202E+018,1.60346047000692E+018,496,7,8,successful,0
122,1.60239348202219E+018,1.60239348202219E+018,251,7,8,successful,0
123,1.60247820868959E+018,1.60247820868959E+018,552,35,60,successful,0
124,1.60247849040265E+018,1.60247849040265E+018,541,7,8,successful,0
125,1.60247866029779E+018,1.60247866029779E+018,550,7,8,successful,0
126,1.60247870875432E+018,1.6038131495313E+018,543,22,40,successful,0
127,1.60247879809193E+018,1.60247879809193E+018,546,7,8,successful,0
128,1.60247887130124E+018,1.60527595664515E+018,549,22,40,disinterested,0
129,1.60247897925293E+018,1.60247897925293E+018,554,7,8,successful,0
130,1.60247905763222E+018,1.60247905763222E+018,555,7,8,successful,0
131,1.60247932847381E+018,1.60247932847381E+018,556,32,53,successful,0
132,1.6024797073303E+018,1.6024797073303E+018,553,7,8,successful,0
133,1.602479823284E+018,1.602479823284E+018,540,8,9,successful,0
134,1.60252014006401E+018,1.60252014006401E+018,0,36,61,successful,0
135,1.60255319524374E+018,1.60329084223588E+018,0,7,8,successful,0
136,1.60255567625882E+018,1.60255567625882E+018,558,7,8,successful,0
137,1.60257715267444E+018,1.60318875225289E+018,557,6,7,successful,0
138,1.60257960090983E+018,1.60258387655619E+018,0,7,8,successful,0
139,1.60264138905756E+018,1.60264138905756E+018,565,7,8,successful,0
140,1.60264140878881E+018,1.60264140878881E+018,561,7,8,successful,0
141,1.60264186100813E+018,1.60264186100813E+018,564,7,8,successful,0
142,1.60264202434536E+018,1.60264202434536E+018,566,7,8,successful,0
143,1.60264203422469E+018,1.60264203422469E+018,567,7,8,successful,0
144,1.60264205887436E+018,1.60316527887427E+018,0,7,8,successful,0
145,1.60273081039192E+018,1.60273081039192E+018,551,7,8,successful,0
146,1.60273082897459E+018,1.60273082897459E+018,573,7,8,successful,0
147,1.60273088152073E+018,1.6058830466248E+018,198,6,7,successful,0
148,1.60273146630401E+018,1.60273146630401E+018,538,7,8,successful,0
149,1.60281994449201E+018,1.60281994449201E+018,576,7,8,successful,0
150,1.602825849812E+018,1.60282815771375E+018,0,38,65,successful,0
151,1.60282863594946E+018,1.60282863594946E+018,578,38,65,successful,0
152,1.60282867397671E+018,1.60282871992201E+018,0,38,65,successful,0
153,1.60282942665299E+018,1.60282942665299E+018,580,38,65,successful,0
154,1.60282948015582E+018,1.60282948015582E+018,581,38,65,successful,0
155,1.60284144615466E+018,1.60284144615466E+018,582,7,8,successful,0
156,1.60284215592069E+018,1.60284215592069E+018,581,39,66,successful,0
157,1.60284363022446E+018,1.60286071370623E+018,583,21,39,successful,0
158,1.6028511130738E+018,1.6028511130738E+018,0,7,8,successful,0
159,1.60306886203001E+018,1.60306886203001E+018,595,17,29,successful,0
160,1.60307239638656E+018,1.60307239638656E+018,0,31,52,successful,0
161,1.60307782313312E+018,1.60307782313312E+018,0,20,38,successful,0
162,1.60307783802161E+018,1.60307783802161E+018,0,20,38,successful,0
163,1.60307881629269E+018,1.60307881629269E+018,592,7,8,successful,0
164,1.60308582691818E+018,1.60308582691818E+018,0,27,67,successful,0
165,1.60309216190194E+018,1.60309216190194E+018,131,6,36,successful,0
166,1.60311283521589E+018,1.60338604129305E+018,0,27,67,successful,0
167,1.60315904590085E+018,1.60315904590085E+018,365,34,55,successful,0
168,1.60318245646027E+018,1.60318245646027E+018,598,7,8,successful,0
169,1.6032468153905E+018,1.6032468153905E+018,608,10,17,successful,0
170,1.60326530635495E+018,1.60398340454058E+018,591,7,8,successful,0
171,1.60334295729363E+018,1.60334295729363E+018,621,22,40,successful,0
172,1.60334320081195E+018,1.60334320081195E+018,381,42,70,successful,0
173,1.60334327805312E+018,1.60334327805312E+018,516,42,72,successful,0
174,1.60334334785471E+018,1.60334334785471E+018,0,21,39,pending,0
175,1.60334345494593E+018,1.60334345494593E+018,369,14,26,successful,0
176,1.60334348478085E+018,1.60334348478085E+018,431,27,47,successful,0
177,1.60334360635035E+018,1.60334360635035E+018,0,42,72,pending,0
178,1.60334368227235E+018,1.60334368227235E+018,491,6,7,successful,0
179,1.60334379185181E+018,1.60334379185181E+018,0,23,41,pending,0
180,1.60334387555491E+018,1.60334387555491E+018,386,7,8,successful,0
181,1.60334394263387E+018,1.60334394263387E+018,383,7,8,successful,0
182,1.60334413157117E+018,1.60334413157117E+018,619,7,8,successful,0
183,1.60334419163592E+018,1.60334419163592E+018,612,7,8,successful,0
184,1.60334432470677E+018,1.60334432470677E+018,600,22,40,successful,0
185,1.60334437272948E+018,1.60334437272948E+018,611,21,39,successful,0
186,1.6033444691627E+018,1.6033444691627E+018,572,7,8,successful,0
187,1.60334452330817E+018,1.60334452330817E+018,562,26,46,successful,0
188,1.60334477104657E+018,1.60334477104657E+018,389,7,8,successful,0
189,1.60334479925305E+018,1.60334479925305E+018,605,7,8,successful,0
190,1.60334491736624E+018,1.60497433783582E+018,0,7,8,successful,0
191,1.60334495161543E+018,1.60334495161543E+018,353,21,39,successful,0
192,1.60334502443842E+018,1.60334502443842E+018,403,42,69,successful,0
193,1.60334507673592E+018,1.60334507673592E+018,544,7,8,successful,0
194,1.60334535753042E+018,1.60334535753042E+018,620,7,8,successful,0
195,1.60334698667283E+018,1.60334698667283E+018,352,7,8,successful,0
196,1.60334705839595E+018,1.60334705839595E+018,355,7,8,successful,0
197,1.6033471282309E+018,1.6033471282309E+018,358,7,8,successful,0
198,1.60334749554671E+018,1.60334749554671E+018,361,7,8,successful,0
199,1.60334753421905E+018,1.60334753421905E+018,360,7,8,successful,0
200,1.60334757656072E+018,1.60334757656072E+018,393,7,8,successful,0
201,1.6033582419768E+018,1.60335825902325E+018,0,7,8,successful,0
202,1.60338241911185E+018,1.60500282301686E+018,0,27,67,successful,0
203,1.60341691646391E+018,1.60387343431584E+018,0,27,67,successful,0
204,1.60346194645137E+018,1.60346194645137E+018,264,6,7,successful,0
205,1.60346197732057E+018,1.60346197732057E+018,266,7,8,successful,0
206,1.603462002111E+018,1.603462002111E+018,283,7,8,successful,0
207,1.60346202576695E+018,1.60346202576695E+018,286,7,8,successful,0
208,1.60346208788611E+018,1.60346208788611E+018,301,7,8,successful,0
209,1.6034621106215E+018,1.6034621106215E+018,305,7,8,successful,0
210,1.60346219940586E+018,1.60346219940586E+018,308,7,8,successful,0
211,1.60346227980305E+018,1.60346227980305E+018,351,6,7,successful,0
212,1.60346233716748E+018,1.60346233716748E+018,324,7,8,successful,0
213,1.6034624212782E+018,1.6034624212782E+018,0,7,8,pending,0
214,1.60346255400501E+018,1.60346255400501E+018,356,7,8,successful,0
215,1.60346353493063E+018,1.60346353493063E+018,367,7,8,successful,0
216,1.60351630576567E+018,1.60351630576567E+018,258,27,47,successful,0
217,1.60369642203788E+018,1.60458176797149E+018,0,21,39,successful,0
218,1.60372218504511E+018,1.60372218504511E+018,562,26,73,successful,0
219,1.60372234426843E+018,1.60372234426843E+018,601,7,8,successful,0
220,1.6037223728672E+018,1.6037223728672E+018,609,41,68,successful,0
221,1.60372361611065E+018,1.60372361611065E+018,629,43,74,successful,0
222,1.60376390339168E+018,1.60376390339168E+018,637,7,8,successful,0
223,1.60376516179551E+018,1.60376516179551E+018,632,32,53,successful,0
224,1.60376537008805E+018,1.60376537008805E+018,635,7,8,successful,0
225,1.60376751791864E+018,1.60376751791864E+018,633,7,8,successful,0
226,1.60377174665334E+018,1.60377174665334E+018,636,7,8,successful,0
227,1.60385141502199E+018,1.60388400365443E+018,0,7,8,successful,0
228,1.60393480675364E+018,1.60393480675364E+018,642,7,8,successful,0
229,1.60395615907725E+018,1.60395615907725E+018,440,16,78,successful,0
230,1.60395639186414E+018,1.60395639186414E+018,235,47,79,successful,0
231,1.6039566592718E+018,1.6039566592718E+018,243,48,80,successful,0
232,1.60395689850965E+018,1.60395689850965E+018,252,49,81,successful,0
233,1.60395694143619E+018,1.60395694143619E+018,227,49,81,successful,0
234,1.6039569748525E+018,1.6039569748525E+018,216,49,81,successful,0
235,1.60395699445655E+018,1.60395699445655E+018,217,49,81,successful,0
236,1.60395716926798E+018,1.60395716926798E+018,503,8,28,successful,0
237,1.60395946893966E+018,1.60638339808946E+018,0,19,35,disinterested,0
238,1.60395948944685E+018,1.60395948944685E+018,221,19,35,successful,0
239,1.60401402376359E+018,1.60401402376359E+018,616,50,82,successful,0
240,1.60401404608251E+018,1.60401404608251E+018,615,50,82,successful,0
241,1.60401429072231E+018,1.60401429072231E+018,618,50,82,successful,0
242,1.60401567847434E+018,1.60401567847434E+018,604,52,83,successful,0
243,1.60401597307596E+018,1.60401597307596E+018,628,51,84,successful,0
244,1.60401598210043E+018,1.60401598210043E+018,631,51,84,successful,0
245,1.60402257725727E+018,1.60402257725727E+018,530,51,84,successful,0
246,1.60402270101551E+018,1.60402270101551E+018,525,51,84,successful,0
247,1.60402271192009E+018,1.60402271192009E+018,623,51,84,successful,0
248,1.60402272369793E+018,1.60402272369793E+018,630,51,84,successful,0
249,1.60402273414316E+018,1.60402273414316E+018,0,51,84,successful,0
250,1.60402274349054E+018,1.60440887475437E+018,0,51,84,successful,0
251,1.60402344235529E+018,1.60402344235529E+018,563,50,82,successful,0
252,1.60402345967663E+018,1.60402345967663E+018,155,6,36,successful,0
253,1.60402349934301E+018,1.60402349934301E+018,154,6,7,successful,0
254,1.60402350568984E+018,1.60402350568984E+018,414,52,83,successful,0
255,1.6040336935827E+018,1.6040336935827E+018,165,32,85,successful,0
256,1.60403371121679E+018,1.60403371121679E+018,206,32,85,successful,0
257,1.60403777747499E+018,1.60403777747499E+018,646,7,8,successful,0
258,1.60405726261885E+018,1.60405726261885E+018,617,50,82,successful,0
259,1.60413249465713E+018,1.60413249465713E+018,0,7,8,successful,0
260,1.60424413588555E+018,1.60424413588555E+018,0,7,8,successful,0
261,1.60429258754659E+018,1.60429258754659E+018,0,7,8,pending,0
262,1.60429904522687E+018,1.60429904522687E+018,645,12,25,successful,0
263,1.60436007976366E+018,1.60448829536581E+018,0,6,7,successful,0
264,1.60436561469656E+018,1.60436561469656E+018,0,32,85,successful,0
265,1.60438322971689E+018,1.60438322971689E+018,657,54,89,successful,0
266,1.60438395079668E+018,1.60438395079668E+018,658,7,8,successful,0
267,1.6044472105452E+018,1.60448253240894E+018,659,29,50,successful,0
268,1.60454309607922E+018,1.60454309607922E+018,409,27,47,successful,0
269,1.60454313707144E+018,1.60454313707144E+018,536,27,47,successful,0
270,1.60457067196037E+018,1.60457067196037E+018,0,44,76,successful,0
271,1.6045707003106E+018,1.6045707003106E+018,0,44,76,successful,0
272,1.6045707886124E+018,1.60458092581443E+018,0,43,74,successful,0
273,1.60463884631257E+018,1.60463884631257E+018,127,6,36,successful,0
274,1.6047433810526E+018,1.60476287901142E+018,0,6,7,successful,0
275,1.60474341303438E+018,1.60474341303438E+018,673,7,8,successful,0
276,1.60474343523419E+018,1.60474343523419E+018,673,21,39,successful,0
277,1.60489092249597E+018,1.60543884644374E+018,0,32,90,successful,0
278,1.60489401684799E+018,1.60500731347497E+018,0,27,67,successful,0
279,1.60497099875725E+018,1.60497099875725E+018,663,7,8,successful,0
280,1.60497486756153E+018,1.60497486756153E+018,0,6,36,successful,0
281,1.60497489533768E+018,1.60497489533768E+018,0,6,36,successful,0
282,1.60498107900027E+018,1.60498107900027E+018,649,11,18,successful,0
283,1.60498112244602E+018,1.60498112244602E+018,647,11,18,successful,0
284,1.604983917607E+018,1.6152166862375E+018,504,7,8,successful,0
285,1.60498393804609E+018,1.60498393804609E+018,499,7,8,successful,0
286,1.60498673668105E+018,1.60498673668105E+018,674,7,8,successful,0
287,1.60499145460258E+018,1.6050067969849E+018,0,7,8,successful,0
288,1.60499942264795E+018,1.60499942264795E+018,0,7,8,successful,0
289,1.60500027840528E+018,1.60563118719752E+018,0,55,91,successful,0
290,1.60510677984575E+018,1.60510677984575E+018,0,6,36,successful,0
291,1.60515398240033E+018,1.60515398240033E+018,666,7,8,successful,0
292,1.60524105407028E+018,1.60524105407028E+018,686,2,16,successful,0
293,1.60524494679003E+018,1.60524494679003E+018,688,2,16,successful,0
294,1.6052560798322E+018,1.6052560798322E+018,0,57,93,successful,0
295,1.60525609993679E+018,1.60525609993679E+018,0,58,94,successful,0
296,1.6052564992638E+018,1.6052564992638E+018,687,7,8,successful,0
297,1.60525717286674E+018,1.60525717286674E+018,661,7,8,successful,0
298,1.60525718837467E+018,1.60525718837467E+018,662,7,8,successful,0
299,1.60525736351602E+018,1.60525736351602E+018,656,7,8,successful,0
300,1.60525817929375E+018,1.60525817929375E+018,594,7,8,successful,0
301,1.60526016634487E+018,1.60526016634487E+018,648,24,42,successful,0
302,1.60526020076225E+018,1.61418712470229E+018,0,22,40,disinterested,0
303,1.60526026483028E+018,1.60526026483028E+018,678,44,76,successful,0
304,1.60526029835367E+018,1.60526029835367E+018,677,44,76,successful,0
305,1.60526064031113E+018,1.60526064031113E+018,685,41,95,successful,0
306,1.60541443484218E+018,1.60541443484218E+018,0,6,7,successful,0
307,1.60545104524456E+018,1.60545104524456E+018,0,54,89,successful,0
308,1.60549265627997E+018,1.60549265627997E+018,689,51,84,successful,0
309,1.60551690907421E+018,1.60592895585732E+018,0,7,8,successful,0
310,1.60557433478975E+018,1.60557433478975E+018,696,22,40,successful,0
311,1.60557435364648E+018,1.60557435364648E+018,697,22,40,successful,0
312,1.60558303078696E+018,1.60558303078696E+018,606,7,8,successful,0
313,1.60558313636271E+018,1.60558313636271E+018,624,7,8,successful,0
314,1.60558491737561E+018,1.60558491737561E+018,625,7,8,successful,0
315,1.60558521643948E+018,1.60558521643948E+018,626,22,40,successful,0
316,1.60558524643149E+018,1.60558524643149E+018,644,22,40,successful,0
317,1.60558569154571E+018,1.60558569154571E+018,638,7,8,successful,0
318,1.605586129012E+018,1.605586129012E+018,599,7,8,successful,0
319,1.60558614076612E+018,1.60558614076612E+018,650,7,8,successful,0
320,1.60558861240206E+018,1.60558861240206E+018,698,7,8,successful,0
321,1.60558990695182E+018,1.60558990695182E+018,684,8,9,successful,0
322,1.60559007776807E+018,1.60559007776807E+018,639,7,8,successful,0
323,1.6055900939988E+018,1.6055900939988E+018,627,7,8,successful,0
324,1.60559012868666E+018,1.60559012868666E+018,588,7,8,pending,0
325,1.6055901416728E+018,1.6055901416728E+018,587,7,8,successful,0
326,1.60559114802972E+018,1.60559114802972E+018,670,7,8,successful,0
327,1.60559130738388E+018,1.60559130738388E+018,655,7,8,successful,0
328,1.60559133084378E+018,1.60559133084378E+018,589,7,8,successful,0
329,1.60560055591119E+018,1.60560055591119E+018,695,7,8,successful,0
330,1.60560255965001E+018,1.60560255965001E+018,702,2,2,successful,0
331,1.60561241764134E+018,1.60561241764134E+018,702,13,22,successful,0
332,1.60561475732959E+018,1.60561475732959E+018,672,21,39,successful,0
333,1.60562235867615E+018,1.60562235867615E+018,704,60,96,successful,0
334,1.60562466257078E+018,1.60562466257078E+018,486,51,84,successful,0
335,1.60562900230756E+018,1.60562900230756E+018,705,7,8,successful,0
336,1.60566905120041E+018,1.60566905120041E+018,706,11,18,successful,0
337,1.60570363856765E+018,1.60570363856765E+018,514,21,39,successful,0
338,1.60570544046041E+018,1.60570544046041E+018,707,62,101,successful,0
339,1.60570546132759E+018,1.60690323373427E+018,0,24,42,disinterested,0
340,1.60583861821343E+018,1.60583861821343E+018,0,7,8,pending,0
341,1.60586627097301E+018,1.60632774998273E+018,0,26,46,disinterested,0
342,1.60586726476495E+018,1.60586726476495E+018,0,13,45,successful,0
343,1.6058701113782E+018,1.6058701113782E+018,709,21,39,successful,0
344,1.60587350529398E+018,1.60587350529398E+018,691,63,103,successful,0
345,1.60587415101898E+018,1.60587415101898E+018,0,64,104,successful,0
346,1.60587529766427E+018,1.60587529766427E+018,291,65,105,successful,0
347,1.60587573284623E+018,1.60587573284623E+018,714,63,103,successful,0
348,1.60587579915032E+018,1.60587579915032E+018,671,51,84,successful,0
349,1.60587615740079E+018,1.60587615740079E+018,690,51,84,successful,0
350,1.60602455255612E+018,1.60602455255612E+018,719,7,8,successful,0
351,1.60603842458526E+018,1.60994871743253E+018,0,6,7,successful,0
352,1.60607906421518E+018,1.60607906421518E+018,716,7,8,successful,0
353,1.60608295719044E+018,1.60608295719044E+018,486,7,8,successful,0
354,1.60608306339789E+018,1.60608306339789E+018,708,7,8,successful,0
355,1.60609657988371E+018,1.60609657988371E+018,703,7,8,successful,0
356,1.60610136645862E+018,1.60624351521326E+018,711,72,113,successful,0
357,1.60611999076653E+018,1.60611999076653E+018,720,82,126,successful,0
358,1.60616917943041E+018,1.60616917943041E+018,721,63,129,successful,0
359,1.60618877195415E+018,1.6063000299525E+018,0,6,135,successful,0
360,1.60618946141371E+018,1.60622153521982E+018,0,7,8,disinterested,0
361,1.60619126993762E+018,1.60624370166965E+018,0,83,136,successful,0
362,1.60628294457347E+018,1.60811200872087E+018,0,6,37,successful,0
363,1.60630773003861E+018,1.60630773003861E+018,723,7,8,successful,0
364,1.60631740267388E+018,1.60631740267388E+018,731,62,101,successful,0
365,1.60632379938132E+018,1.60632613114533E+018,728,26,46,successful,0
366,1.60636419414761E+018,1.60636419414761E+018,732,7,8,successful,0
367,1.60637836128001E+018,1.60672020419568E+018,0,7,8,successful,0
368,1.60637851886509E+018,1.60646066963465E+018,0,43,74,successful,0
369,1.60637867051127E+018,1.60639870382511E+018,0,24,42,successful,0
370,1.60640253210615E+018,1.60640253210615E+018,734,7,8,successful,0
371,1.60640667266249E+018,1.60640667266249E+018,733,24,42,successful,0
372,1.60643935531349E+018,1.60643935531349E+018,0,22,40,successful,0
373,1.60644900312327E+018,1.60644900312327E+018,729,14,26,successful,0
374,1.60644945711938E+018,1.60644945711938E+018,712,21,39,successful,0
375,1.60644948328597E+018,1.6136731215811E+018,0,7,8,disinterested,0
376,1.60666065771094E+018,1.60666065771094E+018,270,7,8,successful,0
377,1.60666067148789E+018,1.60666067148789E+018,640,7,8,successful,0
378,1.60666069511048E+018,1.60666069511048E+018,742,7,8,successful,0
379,1.60683720868246E+018,1.60683720868246E+018,671,7,8,successful,0
380,1.60684485553824E+018,1.60684485553824E+018,747,24,42,successful,0
381,1.60688195020924E+018,1.60688195020924E+018,0,6,36,pending,0
382,1.60688208372499E+018,1.60688208372499E+018,745,23,41,successful,0
383,1.60691413445221E+018,1.60691413445221E+018,0,21,39,successful,0
384,1.60692913576637E+018,1.60692913576637E+018,0,24,42,successful,0
385,1.60693078358333E+018,1.60693078358333E+018,749,63,129,successful,0
386,1.6070169380334E+018,1.60906401390514E+018,412,7,8,disinterested,0
387,1.60701695452586E+018,1.60781380015552E+018,0,7,8,successful,0
388,1.60702268528725E+018,1.60702268528725E+018,0,50,157,pending,0
389,1.60705776637717E+018,1.6070906779158E+018,753,21,39,successful,0
390,1.60705794637052E+018,1.61054603411311E+018,0,100,158,disinterested,0
391,1.60705799087204E+018,1.60705799087204E+018,748,7,8,successful,0
392,1.60714269434755E+018,1.60863873005355E+018,741,22,40,successful,0
393,1.60715642641615E+018,1.60985606678775E+018,754,21,39,disinterested,0
394,1.60715662101454E+018,1.60715662101454E+018,0,54,89,successful,0
395,1.60729714978849E+018,1.60729714978849E+018,746,51,84,successful,0
396,1.60730626732784E+018,1.60730626732784E+018,744,22,40,successful,0
397,1.60730741432478E+018,1.60751520045021E+018,0,6,161,successful,0
